"Subject","time","L_P","R_P","Event"
"Subject_5",1,3.5911999934402,3.32611129723328,"Fixation"
"Subject_5",4.33333333333333,3.54645835536428,3.28467231635421,NA
"Subject_5",7.66666666666667,3.57964192750737,3.31540640367581,NA
"Subject_5",11,3.59988920602693,3.33415910526446,NA
"Subject_5",14.3333333333333,3.56519525042803,3.30202612523716,NA
"Subject_5",17.6666666666667,3.58996867986669,3.3249708745348,NA
"Subject_5",21,3.60396794691961,3.33793676904993,NA
"Subject_5",24.3333333333333,3.61473639062816,3.34791032728619,NA
"Subject_5",27.6666666666667,3.65507093109826,3.38526752570771,NA
"Subject_5",31,3.65034059394015,3.38088636400966,NA
"Subject_5",34.3333333333333,3.60633534276103,3.34012941275331,NA
"Subject_5",37.6666666666667,3.62487727432737,3.35730264960115,NA
"Subject_5",41,3.59545055205386,3.33004809581043,NA
"Subject_5",44.3333333333333,3.57490192969531,3.31101629443646,NA
"Subject_5",47.6666666666667,3.64215970324395,3.37330935548444,NA
"Subject_5",51,3.64226471316494,3.3734066139733,NA
"Subject_5",54.3333333333333,3.57949860003541,3.31527365609156,NA
"Subject_5",57.6666666666667,3.63001973444082,3.36206551290873,NA
"Subject_5",61,3.56109055280266,3.29822442074607,NA
"Subject_5",64.3333333333333,3.61830482908108,3.35121535721308,NA
"Subject_5",67.6666666666667,3.63052167737929,3.36253040433256,NA
"Subject_5",71,3.57957618739992,3.31534551625253,NA
"Subject_5",74.3333333333333,3.63715888595038,3.36867767946363,NA
"Subject_5",77.6666666666667,3.62234251105146,3.35495499288941,NA
"Subject_5",81,3.64354750429068,3.37459471434729,NA
"Subject_5",84.3333333333333,3.64198897269703,3.37315122761578,NA
"Subject_5",87.6666666666667,3.61546438949644,3.34858458805267,NA
"Subject_5",91,3.63127696367392,3.36322993827158,NA
"Subject_5",94.3333333333333,3.6687095910417,3.39789943175579,NA
"Subject_5",97.6666666666667,3.65104469918963,3.38153849489321,NA
"Subject_5",101,3.62827058665539,3.36044548054621,NA
"Subject_5",104.333333333333,3.62020188930558,3.35297238368216,NA
"Subject_5",107.666666666667,3.67895507847616,3.40738863635695,NA
"Subject_5",111,3.65881528842126,3.38873548884417,NA
"Subject_5",114.333333333333,3.64029220869377,3.37157971226429,NA
"Subject_5",117.666666666667,3.65156684670246,3.38202209946673,NA
"Subject_5",121,3.63251126257351,3.36437312593074,NA
"Subject_5",124.333333333333,3.62245900514356,3.35506288783163,NA
"Subject_5",127.666666666667,3.63315270992425,3.36496722408282,NA
"Subject_5",131,3.64684264424889,3.37764661963271,NA
"Subject_5",134.333333333333,3.65256588957791,3.38294739680482,NA
"Subject_5",137.666666666667,3.61412072314522,3.34734010603032,NA
"Subject_5",141,3.61986601588179,3.35266130315438,NA
"Subject_5",144.333333333333,3.62213729986723,3.35476492961267,NA
"Subject_5",147.666666666667,3.6330229016894,3.36484699779712,NA
"Subject_5",151,3.62976083024481,3.36182572003369,NA
"Subject_5",154.333333333333,3.64306884223045,3.374151385296,NA
"Subject_5",157.666666666667,3.69566487720187,3.42286498142757,NA
"Subject_5",161,3.68433043924008,3.41236720847664,NA
"Subject_5",164.333333333333,3.66641195986396,3.39577140295452,NA
"Subject_5",167.666666666667,3.68371815046442,3.41180011652476,NA
"Subject_5",171,3.69414212911491,3.42145463680066,NA
"Subject_5",174.333333333333,3.6758507971727,3.40451350126782,NA
"Subject_5",177.666666666667,3.62616143620563,3.35849201954395,NA
"Subject_5",181,3.62838936665369,3.36055549265774,NA
"Subject_5",184.333333333333,3.66249622598726,3.39214471362839,NA
"Subject_5",187.666666666667,3.68317501170167,3.41129707019538,NA
"Subject_5",191,3.68248493438922,3.41065793176001,NA
"Subject_5",194.333333333333,3.63674441547907,3.36829380362283,NA
"Subject_5",197.666666666667,3.66290928053342,3.39252727806224,NA
"Subject_5",201,3.6811577797629,3.40942874262996,NA
"Subject_5",204.333333333333,3.70898839712352,3.43520500988915,NA
"Subject_5",207.666666666667,3.66251128892243,3.39215866467509,NA
"Subject_5",211,3.68965709177366,3.41730066782191,NA
"Subject_5",214.333333333333,3.67898858706772,3.40741967147199,NA
"Subject_5",217.666666666667,3.68696048572481,3.41480311495389,NA
"Subject_5",221,3.7343370706165,3.45868254091747,NA
"Subject_5",224.333333333333,3.66811243298673,3.39734635363247,NA
"Subject_5",227.666666666667,3.66815840877125,3.3973889356598,NA
"Subject_5",231,3.68369482027959,3.41177850848524,NA
"Subject_5",234.333333333333,3.68945603227553,3.41711444976963,NA
"Subject_5",237.666666666667,3.68313167937001,3.41125693649128,NA
"Subject_5",241,3.6686955205798,3.39788639992176,NA
"Subject_5",244.333333333333,3.70483454682883,3.43135778099145,NA
"Subject_5",247.666666666667,3.67899079948614,3.40742172057812,NA
"Subject_5",251,3.68057854951276,3.40889226894924,NA
"Subject_5",254.333333333333,3.73303295531257,3.45747469043484,NA
"Subject_5",257.666666666667,3.73303937754146,3.45748063859927,NA
"Subject_5",261,3.69858458361867,3.42556916624469,NA
"Subject_5",264.333333333333,3.66210241086962,3.39177996844176,NA
"Subject_5",267.666666666667,3.72697792133339,3.45186661598617,NA
"Subject_5",271,3.66562209831042,3.39503984597043,NA
"Subject_5",274.333333333333,3.73148825191713,3.45604401115665,NA
"Subject_5",277.666666666667,3.70846080080581,3.43471635872077,NA
"Subject_5",281,3.68492981284593,3.41292233860733,NA
"Subject_5",284.333333333333,3.72806253574802,3.45287116829856,NA
"Subject_5",287.666666666667,3.71736323680954,3.44296165082897,NA
"Subject_5",291,3.70187075972425,3.42861276935491,NA
"Subject_5",294.333333333333,3.71997643621115,3.44538195381057,NA
"Subject_5",297.666666666667,3.70962690414549,3.43579638475634,NA
"Subject_5",301,3.68133585577131,3.40959367374614,NA
"Subject_5",304.333333333333,3.67973303102829,3.40810916341672,NA
"Subject_5",307.666666666667,3.71505470056892,3.440823521935,NA
"Subject_5",311,3.7747238413575,3.49608811417036,NA
"Subject_5",314.333333333333,3.71986798883022,3.44528151160196,NA
"Subject_5",317.666666666667,3.71214885839502,3.43813217795521,NA
"Subject_5",321,3.70798375806732,3.43427452945906,NA
"Subject_5",324.333333333333,3.6917375823572,3.41922758452004,NA
"Subject_5",327.666666666667,3.68649801502067,3.41437478207449,NA
"Subject_5",331,3.72716824714474,3.45204289267152,NA
"Subject_5",334.333333333333,3.69588845633504,3.42307205680127,NA
"Subject_5",337.666666666667,3.70153883963401,3.42830535034067,NA
"Subject_5",341,3.72686651914666,3.45176343708427,NA
"Subject_5",344.333333333333,3.76207485497364,3.48437282775169,NA
"Subject_5",347.666666666667,3.70418809133797,3.43075904438107,NA
"Subject_5",351,3.73023597832242,3.45488417562586,NA
"Subject_5",354.333333333333,3.75643825338615,3.47915229861034,NA
"Subject_5",357.666666666667,3.73269769178669,3.45716417478463,NA
"Subject_5",361,3.76928927480935,3.49105470661177,NA
"Subject_5",364.333333333333,3.67015967545229,3.39924247646197,NA
"Subject_5",367.666666666667,3.66316410780781,3.39276329495847,NA
"Subject_5",371,3.70049239998238,3.42733615487579,NA
"Subject_5",374.333333333333,3.71257887467754,3.43853045207469,NA
"Subject_5",377.666666666667,3.73156594558716,3.45611596977608,NA
"Subject_5",381,3.70425319281772,3.4308193403177,NA
"Subject_5",384.333333333333,3.72829040183652,3.45308221418088,NA
"Subject_5",387.666666666667,3.691073812831,3.41861281193042,NA
"Subject_5",391,3.74131410895656,3.46514456087918,NA
"Subject_5",394.333333333333,3.71735654749259,3.4429554552919,NA
"Subject_5",397.666666666667,3.71862294954525,3.44412837637173,NA
"Subject_5",401,3.74417340136248,3.46779279121745,NA
"Subject_5",404.333333333333,3.71023505058985,3.43635964014803,NA
"Subject_5",407.666666666667,3.72796155916924,3.45277764542596,NA
"Subject_5",411,3.7030013476001,3.42965990154283,NA
"Subject_5",414.333333333333,3.68293045926711,3.41107056968947,NA
"Subject_5",417.666666666667,3.7139511544722,3.43980143540515,NA
"Subject_5",421,3.7110682627105,3.43713134772559,NA
