"Subject","time","L_P","R_P","Event"
"Subject_2",1,3.33750858923513,3.29911374157934,"Fixation"
"Subject_2",4.33333333333333,3.31055426820947,3.27246950426485,NA
"Subject_2",7.66666666666667,3.36278618308857,3.32410054086576,NA
"Subject_2",11,3.33200959154423,3.29367800460311,NA
"Subject_2",14.3333333333333,3.30851017534206,3.27044892673295,NA
"Subject_2",17.6666666666667,3.27824456584436,3.2405314941567,NA
"Subject_2",21,3.31882034762503,3.28064049033418,NA
"Subject_2",24.3333333333333,3.29953896430323,3.26158092090601,NA
"Subject_2",27.6666666666667,3.29773223061648,3.25979497196417,NA
"Subject_2",31,3.3011110089785,3.26313488070923,NA
"Subject_2",34.3333333333333,3.32894196855683,3.29064567168737,NA
"Subject_2",37.6666666666667,3.3071940824882,3.26914797426998,NA
"Subject_2",41,3.28837104858717,3.25054148139041,NA
"Subject_2",44.3333333333333,3.31950252141703,3.28131481636845,NA
"Subject_2",47.6666666666667,3.31256533348743,3.27445743415817,NA
"Subject_2",51,3.27641433988567,3.23872232319906,NA
"Subject_2",54.3333333333333,3.30408205775122,3.26607175040436,NA
"Subject_2",57.6666666666667,3.32954265179093,3.29123944463476,NA
"Subject_2",61,3.25916465521678,3.22167107967189,NA
"Subject_2",64.3333333333333,3.31016690186831,3.27208659420336,NA
"Subject_2",67.6666666666667,3.34223430318236,3.30378509070256,NA
"Subject_2",71,3.24705669996821,3.20970241488049,NA
"Subject_2",74.3333333333333,3.32563012376672,3.28737192650743,NA
"Subject_2",77.6666666666667,3.31850666397906,3.28033041531886,NA
"Subject_2",81,3.24210864738984,3.20481128491965,NA
"Subject_2",84.3333333333333,3.28693758756729,3.24912451097003,NA
"Subject_2",87.6666666666667,3.26380552378523,3.22625855948136,NA
"Subject_2",91,3.27343420283099,3.23577646977396,NA
"Subject_2",94.3333333333333,3.28950135571881,3.2516587854184,NA
"Subject_2",97.6666666666667,3.26452066754464,3.22696547619507,NA
"Subject_2",101,3.26310273298793,3.22556385362074,NA
"Subject_2",104.333333333333,3.30534167728015,3.26731687921406,NA
"Subject_2",107.666666666667,3.25527329890989,3.21782448970151,NA
"Subject_2",111,3.29768972022012,3.2597529506093,NA
"Subject_2",114.333333333333,3.25573340549632,3.21827930320125,NA
"Subject_2",117.666666666667,3.29374726628154,3.25585585083666,NA
"Subject_2",121,3.28215173343,3.24439371351218,NA
"Subject_2",124.333333333333,3.30220575771007,3.26421703540257,NA
"Subject_2",127.666666666667,3.32306077842236,3.2848321390265,NA
"Subject_2",131,3.28591677187121,3.24811543878325,NA
"Subject_2",134.333333333333,3.30443775100566,3.26642335174774,NA
"Subject_2",137.666666666667,3.32289252201804,3.28466581825135,NA
"Subject_2",141,3.29582192699604,3.25790664456178,NA
"Subject_2",144.333333333333,3.30203393090612,3.26404718530184,NA
"Subject_2",147.666666666667,3.30775420211317,3.2697016502538,NA
"Subject_2",151,3.31895117887307,3.2807698164937,NA
"Subject_2",154.333333333333,3.28776432710545,3.24994173965968,NA
"Subject_2",157.666666666667,3.31180945706051,3.27371025336738,NA
"Subject_2",161,3.31051957649566,3.27243521164607,NA
"Subject_2",164.333333333333,3.31620186073756,3.27805212663664,NA
"Subject_2",167.666666666667,3.28819933623613,3.25037174442591,NA
"Subject_2",171,3.29194017102174,3.25406954448132,NA
"Subject_2",174.333333333333,3.28194187008377,3.24418626444324,NA
"Subject_2",177.666666666667,3.3169936569999,3.27883481403946,NA
"Subject_2",181,3.31601990493794,3.27787226406465,NA
"Subject_2",184.333333333333,3.30937436469464,3.27130317441268,NA
"Subject_2",187.666666666667,3.34333825792335,3.30487634549898,NA
"Subject_2",191,3.30493758636319,3.26691743697703,NA
"Subject_2",194.333333333333,3.3274981675428,3.28921848022459,NA
"Subject_2",197.666666666667,3.30750978745232,3.26946004735011,NA
"Subject_2",201,3.34080428927495,3.30237152773892,NA
"Subject_2",204.333333333333,3.32594211539697,3.28768032897205,NA
"Subject_2",207.666666666667,3.31438902348154,3.27626014434125,NA
"Subject_2",211,3.31488339546621,3.27674882904856,NA
"Subject_2",214.333333333333,3.30583310124705,3.26780264981773,NA
"Subject_2",217.666666666667,3.28040887062224,3.24267090067589,NA
"Subject_2",221,3.36649705870773,3.3277687264063,NA
"Subject_2",224.333333333333,3.31470504392303,3.27657252926949,NA
"Subject_2",227.666666666667,3.26812832953837,3.23053163548432,NA
"Subject_2",231,3.32432432432101,3.28608114903678,NA
"Subject_2",234.333333333333,3.26089322759001,3.22337976647145,NA
"Subject_2",237.666666666667,3.38404791148903,3.34511767339448,NA
"Subject_2",241,3.30536570600022,3.26734063150666,NA
"Subject_2",244.333333333333,3.30921729373732,3.27114791040666,NA
"Subject_2",247.666666666667,3.34571973329914,3.30723042427583,NA
"Subject_2",251,3.34880189238811,3.31027712606919,NA
"Subject_2",254.333333333333,3.31920193105946,3.28101768401576,NA
"Subject_2",257.666666666667,3.32601830009989,3.28775563724275,NA
"Subject_2",261,3.35946691675372,3.32081945951886,NA
"Subject_2",264.333333333333,3.36801230884449,3.32926654503792,NA
"Subject_2",267.666666666667,3.34307137342518,3.30461253125197,NA
"Subject_2",271,3.29977415519821,3.26181340615445,NA
"Subject_2",274.333333333333,3.34941062969141,3.3108788604314,NA
"Subject_2",277.666666666667,3.33694314152917,3.29855479880901,NA
"Subject_2",281,3.35237311495635,3.31380726513374,NA
"Subject_2",284.333333333333,3.33463983174163,3.29627798639999,NA
"Subject_2",287.666666666667,3.35146281053985,3.31290743289984,NA
"Subject_2",291,3.36022816666388,3.32157195197611,NA
"Subject_2",294.333333333333,3.36334328208867,3.32465123097412,NA
"Subject_2",297.666666666667,3.40341395093066,3.36426092505469,NA
"Subject_2",301,3.34368159906735,3.30521573683114,NA
"Subject_2",304.333333333333,3.36038138956849,3.32172341219759,NA
"Subject_2",307.666666666667,3.39256027932489,3.35353211457113,NA
"Subject_2",311,3.34775037070391,3.30923770113734,NA
"Subject_2",314.333333333333,3.35026894761026,3.31172730422264,NA
"Subject_2",317.666666666667,3.37568043390733,3.33684645564805,NA
"Subject_2",321,3.3361331622447,3.29775413756235,NA
